InvestigationID,ClaimID,Investigator,InvestigationStatus,FraudType,FraudConfirmed
FRD602187,CLM951907,D. Pillai (SIU),Ongoing,False Death Claim,Under Review
FRD602188,CLM951922,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602189,CLM951947,N. Kohli (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602190,CLM951950,R. Menon (SIU),Closed,Provider Collusion,Confirmed
FRD602191,CLM951994,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602192,CLM952025,P. Acharya (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602193,CLM952053,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD602194,CLM952061,D. Pillai (SIU),Closed,Staged Accident,Confirmed
FRD602195,CLM952071,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602196,CLM952080,S. Bhalla (SIU),Ongoing,Fictitious Policy,Under Review
FRD602197,CLM952124,S. Bhalla (SIU),Ongoing,Provider Collusion,Under Review
FRD602198,CLM952150,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602199,CLM952194,N. Kohli (SIU),Ongoing,Fake Documents,Under Review
FRD602200,CLM952197,D. Pillai (SIU),Closed,Provider Collusion,Confirmed
FRD602201,CLM952293,N. Kohli (SIU),Ongoing,Staged Accident,Under Review
FRD602202,CLM952310,M. Srinivasan (SIU),Closed,Fictitious Policy,Not Confirmed
FRD602203,CLM952314,D. Pillai (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602204,CLM952407,A. Verma (SIU),Closed,Staged Accident,Not Confirmed
FRD602205,CLM952424,N. Kohli (SIU),Closed,False Death Claim,Not Confirmed
FRD602206,CLM952427,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602207,CLM952431,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602208,CLM952432,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602209,CLM952440,R. Menon (SIU),Ongoing,Staged Accident,Under Review
FRD602210,CLM952483,K. Joseph (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602211,CLM952516,S. Bhalla (SIU),Ongoing,Fictitious Policy,Under Review
FRD602212,CLM952558,P. Acharya (SIU),Closed,Provider Collusion,Confirmed
FRD602213,CLM952596,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD602214,CLM952617,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602215,CLM952707,N. Kohli (SIU),Closed,Staged Accident,Not Confirmed
FRD602216,CLM952729,D. Pillai (SIU),Ongoing,Fake Documents,Under Review
FRD602217,CLM952746,D. Pillai (SIU),Closed,Identity Theft,Not Confirmed
FRD602218,CLM952794,S. Bhalla (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602219,CLM952864,S. Bhalla (SIU),Closed,Fake Documents,Not Confirmed
FRD602220,CLM952891,M. Srinivasan (SIU),Ongoing,Fake Documents,Under Review
FRD602221,CLM952894,D. Pillai (SIU),Closed,Staged Accident,Confirmed
FRD602222,CLM952896,K. Joseph (SIU),Closed,Staged Accident,Confirmed
FRD602223,CLM952927,D. Pillai (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602224,CLM952941,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602225,CLM952968,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602226,CLM952991,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602227,CLM953039,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD602228,CLM953147,N. Kohli (SIU),Ongoing,Fake Documents,Under Review
FRD602229,CLM953150,K. Joseph (SIU),Ongoing,Fictitious Policy,Under Review
FRD602230,CLM953175,M. Srinivasan (SIU),Closed,Identity Theft,Confirmed
FRD602231,CLM953180,D. Pillai (SIU),Closed,Provider Collusion,Not Confirmed
FRD602232,CLM953192,M. Srinivasan (SIU),Ongoing,False Death Claim,Under Review
FRD602233,CLM953231,M. Srinivasan (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602234,CLM953280,R. Menon (SIU),Ongoing,Staged Accident,Under Review
FRD602235,CLM953346,K. Joseph (SIU),Closed,Provider Collusion,Not Confirmed
FRD602236,CLM953361,P. Acharya (SIU),Ongoing,Fake Documents,Under Review
FRD602237,CLM953377,M. Srinivasan (SIU),Ongoing,Staged Accident,Under Review
FRD602238,CLM953390,D. Pillai (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602239,CLM953398,D. Pillai (SIU),Closed,Fake Documents,Confirmed
FRD602240,CLM953410,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602241,CLM953455,R. Menon (SIU),Closed,Fake Documents,Not Confirmed
FRD602242,CLM953464,S. Bhalla (SIU),Ongoing,Fictitious Policy,Under Review
FRD602243,CLM953530,N. Kohli (SIU),Closed,Fake Documents,Not Confirmed
FRD602244,CLM953549,D. Pillai (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602245,CLM953551,P. Acharya (SIU),Closed,Fake Documents,Not Confirmed
FRD602246,CLM953623,M. Srinivasan (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602247,CLM953703,M. Srinivasan (SIU),Closed,Identity Theft,Not Confirmed
FRD602248,CLM953709,D. Pillai (SIU),Ongoing,Fake Documents,Under Review
FRD602249,CLM953736,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602250,CLM953773,K. Joseph (SIU),Ongoing,Staged Accident,Under Review
FRD602251,CLM953779,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602252,CLM953794,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602253,CLM953855,A. Verma (SIU),Closed,Identity Theft,Confirmed
FRD602254,CLM953881,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602255,CLM953924,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602256,CLM953934,A. Verma (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602257,CLM953975,N. Kohli (SIU),Closed,Identity Theft,Confirmed
FRD602258,CLM954097,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602259,CLM954139,N. Kohli (SIU),Ongoing,Fake Documents,Under Review
FRD602260,CLM954150,M. Srinivasan (SIU),Closed,Staged Accident,Not Confirmed
FRD602261,CLM954168,P. Acharya (SIU),Closed,Staged Accident,Confirmed
FRD602262,CLM954187,N. Kohli (SIU),Ongoing,Fake Documents,Under Review
FRD602263,CLM954192,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD602264,CLM954251,D. Pillai (SIU),Closed,Fake Documents,Confirmed
FRD602265,CLM954255,K. Joseph (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602266,CLM954257,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602267,CLM954259,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD602268,CLM954282,M. Srinivasan (SIU),Closed,Fake Documents,Confirmed
FRD602269,CLM954283,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602270,CLM954288,D. Pillai (SIU),Closed,Staged Accident,Not Confirmed
FRD602271,CLM954409,K. Joseph (SIU),Ongoing,Staged Accident,Under Review
FRD602272,CLM954413,P. Acharya (SIU),Closed,Staged Accident,Confirmed
FRD602273,CLM954430,R. Menon (SIU),Closed,Fictitious Policy,Not Confirmed
FRD602274,CLM954460,A. Verma (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602275,CLM954492,A. Verma (SIU),Closed,Provider Collusion,Not Confirmed
FRD602276,CLM954502,N. Kohli (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602277,CLM954506,R. Menon (SIU),Closed,Identity Theft,Not Confirmed
FRD602278,CLM954507,P. Acharya (SIU),Ongoing,Identity Theft,Under Review
FRD602279,CLM954521,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD602280,CLM954540,R. Menon (SIU),Closed,False Death Claim,Not Confirmed
FRD602281,CLM954618,N. Kohli (SIU),Closed,Identity Theft,Not Confirmed
FRD602282,CLM954635,D. Pillai (SIU),Ongoing,Staged Accident,Under Review
FRD602283,CLM954729,S. Bhalla (SIU),Ongoing,Fictitious Policy,Under Review
FRD602284,CLM954785,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD602285,CLM954805,K. Joseph (SIU),Closed,False Death Claim,Not Confirmed
FRD602286,CLM954810,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602287,CLM954823,D. Pillai (SIU),Ongoing,False Death Claim,Under Review
FRD602288,CLM954847,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602289,CLM954850,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD602290,CLM954917,R. Menon (SIU),Ongoing,Identity Theft,Under Review
FRD602291,CLM954918,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602292,CLM954947,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602293,CLM954972,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602294,CLM954975,N. Kohli (SIU),Closed,Fake Documents,Confirmed
FRD602295,CLM954982,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD602296,CLM954983,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD602297,CLM955031,M. Srinivasan (SIU),Closed,Fictitious Policy,Confirmed
FRD602298,CLM955053,K. Joseph (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602299,CLM955057,N. Kohli (SIU),Closed,Staged Accident,Confirmed
FRD602300,CLM955082,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602301,CLM955119,P. Acharya (SIU),Closed,Provider Collusion,Not Confirmed
FRD602302,CLM955134,M. Srinivasan (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602303,CLM955218,D. Pillai (SIU),Closed,Identity Theft,Confirmed
FRD602304,CLM955250,N. Kohli (SIU),Closed,Fake Documents,Not Confirmed
FRD602305,CLM955301,N. Kohli (SIU),Ongoing,Fake Documents,Under Review
FRD602306,CLM955302,K. Joseph (SIU),Ongoing,Fake Documents,Under Review
FRD602307,CLM955334,N. Kohli (SIU),Closed,False Death Claim,Not Confirmed
FRD602308,CLM955338,K. Joseph (SIU),Ongoing,Provider Collusion,Under Review
FRD602309,CLM955342,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD602310,CLM955348,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD602311,CLM955417,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602312,CLM955437,D. Pillai (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602313,CLM955438,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602314,CLM955473,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602315,CLM955479,N. Kohli (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602316,CLM955497,A. Verma (SIU),Closed,Staged Accident,Not Confirmed
FRD602317,CLM955527,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602318,CLM955542,S. Bhalla (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602319,CLM955558,P. Acharya (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602320,CLM955563,D. Pillai (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602321,CLM955573,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602322,CLM955588,D. Pillai (SIU),Closed,Fake Documents,Not Confirmed
FRD602323,CLM955601,N. Kohli (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602324,CLM955626,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602325,CLM955633,K. Joseph (SIU),Closed,Staged Accident,Confirmed
FRD602326,CLM955645,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602327,CLM955729,P. Acharya (SIU),Closed,Fake Documents,Not Confirmed
FRD602328,CLM955743,D. Pillai (SIU),Closed,Provider Collusion,Confirmed
FRD602329,CLM955746,P. Acharya (SIU),Closed,Identity Theft,Confirmed
FRD602330,CLM955752,K. Joseph (SIU),Closed,Identity Theft,Not Confirmed
FRD602331,CLM955754,M. Srinivasan (SIU),Ongoing,Provider Collusion,Under Review
FRD602332,CLM955780,R. Menon (SIU),Closed,Provider Collusion,Confirmed
FRD602333,CLM955796,R. Menon (SIU),Ongoing,Staged Accident,Under Review
FRD602334,CLM955822,N. Kohli (SIU),Ongoing,Fictitious Policy,Under Review
FRD602335,CLM955826,P. Acharya (SIU),Closed,Staged Accident,Confirmed
FRD602336,CLM955840,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602337,CLM955849,S. Bhalla (SIU),Ongoing,Identity Theft,Under Review
FRD602338,CLM955910,P. Acharya (SIU),Closed,Provider Collusion,Confirmed
FRD602339,CLM955922,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602340,CLM955944,P. Acharya (SIU),Ongoing,Staged Accident,Under Review
FRD602341,CLM955947,N. Kohli (SIU),Ongoing,Fictitious Policy,Under Review
FRD602342,CLM955979,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602343,CLM956005,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602344,CLM956033,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD602345,CLM956066,K. Joseph (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602346,CLM956073,S. Bhalla (SIU),Closed,Fictitious Policy,Confirmed
FRD602347,CLM956109,S. Bhalla (SIU),Ongoing,Fake Documents,Under Review
FRD602348,CLM956118,R. Menon (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602349,CLM956126,A. Verma (SIU),Closed,Identity Theft,Confirmed
FRD602350,CLM956139,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD602351,CLM956148,M. Srinivasan (SIU),Closed,Staged Accident,Confirmed
FRD602352,CLM956165,D. Pillai (SIU),Closed,Fake Documents,Confirmed
FRD602353,CLM956221,R. Menon (SIU),Ongoing,False Death Claim,Under Review
FRD602354,CLM956265,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602355,CLM956289,D. Pillai (SIU),Ongoing,Identity Theft,Under Review
FRD602356,CLM956314,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602357,CLM956357,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602358,CLM956388,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD602359,CLM956417,R. Menon (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602360,CLM956461,S. Bhalla (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602361,CLM956537,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602362,CLM956563,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602363,CLM956620,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602364,CLM956627,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602365,CLM956665,A. Verma (SIU),Closed,Fake Documents,Not Confirmed
FRD602366,CLM956698,P. Acharya (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602367,CLM956719,N. Kohli (SIU),Closed,Staged Accident,Confirmed
FRD602368,CLM956749,A. Verma (SIU),Closed,Staged Accident,Confirmed
FRD602369,CLM956755,A. Verma (SIU),Closed,Fake Documents,Not Confirmed
FRD602370,CLM956782,K. Joseph (SIU),Ongoing,Staged Accident,Under Review
FRD602371,CLM956783,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD602372,CLM956797,M. Srinivasan (SIU),Closed,Fictitious Policy,Not Confirmed
FRD602373,CLM956819,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602374,CLM956911,M. Srinivasan (SIU),Closed,Fake Documents,Confirmed
FRD602375,CLM956920,R. Menon (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602376,CLM956933,P. Acharya (SIU),Closed,Fictitious Policy,Not Confirmed
FRD602377,CLM956965,M. Srinivasan (SIU),Closed,Staged Accident,Confirmed
FRD602378,CLM956977,N. Kohli (SIU),Closed,Identity Theft,Confirmed
FRD602379,CLM957070,S. Bhalla (SIU),Closed,Provider Collusion,Confirmed
FRD602380,CLM957077,M. Srinivasan (SIU),Closed,Fake Documents,Not Confirmed
FRD602381,CLM957094,N. Kohli (SIU),Ongoing,False Death Claim,Under Review
FRD602382,CLM957168,D. Pillai (SIU),Ongoing,Provider Collusion,Under Review
FRD602383,CLM957188,D. Pillai (SIU),Ongoing,Fictitious Policy,Under Review
FRD602384,CLM957192,K. Joseph (SIU),Ongoing,Fake Documents,Under Review
FRD602385,CLM957210,R. Menon (SIU),Closed,Staged Accident,Not Confirmed
FRD602386,CLM957222,A. Verma (SIU),Ongoing,Fake Documents,Under Review
FRD602387,CLM957237,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602388,CLM957238,A. Verma (SIU),Closed,Fictitious Policy,Not Confirmed
FRD602389,CLM957290,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602390,CLM957301,P. Acharya (SIU),Closed,Fake Documents,Not Confirmed
FRD602391,CLM957304,K. Joseph (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602392,CLM957306,M. Srinivasan (SIU),Ongoing,Identity Theft,Under Review
FRD602393,CLM957401,M. Srinivasan (SIU),Closed,Fictitious Policy,Confirmed
FRD602394,CLM957412,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602395,CLM957423,R. Menon (SIU),Closed,Identity Theft,Confirmed
FRD602396,CLM957440,A. Verma (SIU),Closed,Identity Theft,Not Confirmed
FRD602397,CLM957455,D. Pillai (SIU),Closed,Fictitious Policy,Not Confirmed
FRD602398,CLM957473,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602399,CLM957478,P. Acharya (SIU),Closed,Staged Accident,Confirmed
FRD602400,CLM957537,P. Acharya (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602401,CLM957540,A. Verma (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602402,CLM957581,S. Bhalla (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602403,CLM957596,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD602404,CLM957601,M. Srinivasan (SIU),Closed,Fake Documents,Not Confirmed
FRD602405,CLM957628,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD602406,CLM957634,N. Kohli (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602407,CLM957654,P. Acharya (SIU),Closed,Fake Documents,Not Confirmed
FRD602408,CLM957660,R. Menon (SIU),Closed,Identity Theft,Confirmed
FRD602409,CLM957665,M. Srinivasan (SIU),Closed,Staged Accident,Confirmed
FRD602410,CLM957729,P. Acharya (SIU),Ongoing,Fake Documents,Under Review
FRD602411,CLM957747,R. Menon (SIU),Closed,Provider Collusion,Confirmed
FRD602412,CLM957750,N. Kohli (SIU),Ongoing,Fake Documents,Under Review
FRD602413,CLM957769,A. Verma (SIU),Closed,Fake Documents,Not Confirmed
FRD602414,CLM957790,A. Verma (SIU),Ongoing,False Death Claim,Under Review
FRD602415,CLM957843,K. Joseph (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602416,CLM957884,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602417,CLM957900,D. Pillai (SIU),Closed,Fictitious Policy,Confirmed
FRD602418,CLM957927,P. Acharya (SIU),Closed,False Death Claim,Confirmed
FRD602419,CLM957928,D. Pillai (SIU),Closed,Fake Documents,Confirmed
FRD602420,CLM957932,P. Acharya (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602421,CLM957944,R. Menon (SIU),Closed,Fake Documents,Not Confirmed
FRD602422,CLM957982,R. Menon (SIU),Ongoing,False Death Claim,Under Review
FRD602423,CLM957988,D. Pillai (SIU),Ongoing,Provider Collusion,Under Review
FRD602424,CLM958004,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD602425,CLM958026,P. Acharya (SIU),Ongoing,Staged Accident,Under Review
FRD602426,CLM958094,P. Acharya (SIU),Closed,Identity Theft,Confirmed
FRD602427,CLM958218,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD602428,CLM958220,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602429,CLM958244,N. Kohli (SIU),Ongoing,Fictitious Policy,Under Review
FRD602430,CLM958247,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602431,CLM958288,P. Acharya (SIU),Closed,Identity Theft,Confirmed
FRD602432,CLM958298,R. Menon (SIU),Closed,Identity Theft,Confirmed
FRD602433,CLM958326,S. Bhalla (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602434,CLM958347,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD602435,CLM958350,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD602436,CLM958363,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602437,CLM958364,P. Acharya (SIU),Closed,Identity Theft,Confirmed
FRD602438,CLM958373,S. Bhalla (SIU),Closed,Fictitious Policy,Confirmed
FRD602439,CLM958417,S. Bhalla (SIU),Closed,Identity Theft,Confirmed
FRD602440,CLM958435,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD602441,CLM958467,S. Bhalla (SIU),Closed,Staged Accident,Confirmed
FRD602442,CLM958496,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602443,CLM958576,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD602444,CLM958604,M. Srinivasan (SIU),Closed,Identity Theft,Not Confirmed
FRD602445,CLM958626,P. Acharya (SIU),Closed,Identity Theft,Confirmed
FRD602446,CLM958649,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602447,CLM958713,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD602448,CLM958792,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD602449,CLM958819,D. Pillai (SIU),Ongoing,Provider Collusion,Under Review
FRD602450,CLM958854,D. Pillai (SIU),Ongoing,Identity Theft,Under Review
FRD602451,CLM958885,R. Menon (SIU),Closed,Fake Documents,Not Confirmed
FRD602452,CLM958901,R. Menon (SIU),Closed,False Death Claim,Confirmed
FRD602453,CLM958918,S. Bhalla (SIU),Closed,Fictitious Policy,Confirmed
FRD602454,CLM958963,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602455,CLM959019,P. Acharya (SIU),Closed,Staged Accident,Not Confirmed
FRD602456,CLM959031,P. Acharya (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602457,CLM959066,D. Pillai (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602458,CLM959071,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602459,CLM959119,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD602460,CLM959124,A. Verma (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
